Composition,Eg,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (Å),avg_Covalent radius (Å),avg_Zunger radius (Å),avg_Ionic radius (Å),avg_Crystal radius (Å),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g•K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m•K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (Å),diff_Covalent radius (Å),diff_Zunger radius (Å),diff_Ionic radius (Å),diff_Crystal radius (Å),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g•K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m•K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (Å),max_Covalent radius (Å),max_Zunger radius (Å),max_Ionic radius (Å),max_Crystal radius (Å),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g•K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m•K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (Å),min_Covalent radius (Å),min_Zunger radius (Å),min_Ionic radius (Å),min_Crystal radius (Å),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g•K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m•K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV)
Ga0.01Sb0.01Cd0.99Te0.99,1.35,49.91,119.76286,4.995,14.0,5.005,0.505,79.995,1.474,1.4191,1.940375,1.474,1.01315,1.89535,1.8903,4.679259999999999,4.901149999999999,1.83931,3.22,8.95,2.0,2.0,9.95,2.005,866.8799999999999,6.36,657.8019999999999,1163.541,7.4335,0.21575,11.84989,76.9786,49.40375,155.695,1.68605,21,57.877,1,4,2,1,20,0.25,0.22,0.5449999999999999,0.25,0.3500000000000001,0.4100000000000001,0.98,1.5231,2.29,0.6379999999999999,2.44,9,0,4,10,1,290,2.6,601.2,1638.0,2.75,0.17,14.28,206.15,94.45,174,1.65,52,127.6,5,16,6,1,90,1.55,1.48,2.215,1.55,1.11,2.1,2.38,5.4418,5.49,2.158,4.44,12,2,4,10,3,869,8.1,904.15,2676.15,8.65,0.37,19.87,258.7,96.8,286,2.81,31,69.723,4,12,4,0,70,1.3,1.26,1.67,1.3,0.76,1.69,1.4,3.9187,3.2,1.52,2.0,3,2,0,0,2,579,5.5,302.95,1038.15,5.9,0.2,5.59,52.55,2.35,112,1.16
Mg5B3O9F,5.63,8.666666666666668,17.60838905555556,2.277777777777778,11.66666666666667,5.5,0.7222222222222222,79.55555555555556,0.8861111111111112,0.9194444444444445,0.951388888888889,0.8861111111111112,0.9516666666666667,2.645,2.550555555555555,6.33755,6.105,2.738944444444445,1.055555555555556,4.444444444444445,2.0,2.444444444444444,0.0,4.444444444444445,1088.888888888889,3.876166666666667,678.5166666666665,898.9777777777778,0.8741427777777777,0.9588888888888889,10.97936166666667,118.8921611111111,47.84825333333334,265.5,2.744444444444444,7,13.494,1,15,6,1,25,1.0,0.6400000000000001,1.625,1.0,0.96,2.67,2.47,7.1109,6.66,2.899999999999999,3.0,5,0,5,0,5,943,9.966,2298.8,2738.1,2.33857,0.2000000000000001,49.97741000000001,486.4302,155.97326,494,4.97,12,24.305,3,17,8,1,93,1.5,1.36,2.03,1.5,1.21,3.98,3.78,10.0854,10.41,4.193,3.0,7,2,5,0,7,1681,10.6,2352.15,2823.15,2.34,1.02,50.2,489.7,156.0,573,5.81,5,10.811,2,2,2,0,68,0.5,0.72,0.405,0.5,0.25,1.31,1.31,2.9745,3.75,1.293,0.0,2,2,0,0,2,738,0.634,53.34999999999997,85.04999999999998,0.00143,0.82,0.22259,3.2698,0.02674,79,0.84
Al2Te3,2.5,36.4,87.3526156,4.2,14.8,5.6,1.0,83.2,1.34,1.288,1.672,1.34,0.8780000000000001,1.904,2.084,4.67456,4.586,1.94,2.4,4.8,2.0,2.8,6.0,2.4,752.6,6.62,806.8499999999999,1853.83,4.824,0.48,14.81,148.89,96.21000000000001,248.6,2.67,39,100.618461,2,3,1,0,17,0.1499999999999999,0.1800000000000002,0.005000000000000115,0.1499999999999999,0.5800000000000001,0.49,0.74,1.9181,2.26,0.5449999999999999,1.0,3,0,3,10,1,291,2.800000000000001,210.5,1477.2,3.54,0.7,6.699999999999999,240.85,234.65,129,1.2,52,127.6,5,16,6,1,90,1.4,1.36,1.675,1.4,1.11,2.1,2.38,5.4418,5.49,2.158,3.0,6,2,4,10,3,869,8.3,933.15,2740.15,6.24,0.9,17.49,293.4,237.0,326,3.39,13,26.981539,3,13,5,1,73,1.25,1.18,1.67,1.25,0.53,1.61,1.64,3.5237,3.23,1.613,2.0,3,2,1,0,2,578,5.5,722.65,1262.95,2.7,0.2,10.79,52.55,2.35,197,2.19
KAlGeS4,3.5,18.28571428571428,38.13626271428571,3.285714285714286,13.14285714285714,5.714285714285714,0.8571428571428571,72.42857142857143,1.242857142857143,1.215714285714286,1.617857142857143,1.242857142857143,0.6142857142857143,2.108571428571429,2.147142857142857,4.905099999999999,5.018571428571428,2.099571428571428,2.285714285714286,4.571428571428571,1.857142857142857,2.714285714285714,0.0,4.571428571428571,822.7142857142858,9.914285714285713,576.2714285714285,1392.55,2.451428571428571,0.687142857142857,8.13342857142857,106.1957142857143,57.19657142857142,272.7142857142857,2.796285714285714,19,45.628461,1,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,3.0,5,1,4,0,5,581,40.5,884.15,2385.3,4.46,0.5800000000000001,35.2225,321.1,236.731,287,2.916,32,72.61,4,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,4.0,6,2,4,0,6,1000,43.4,1220.55,3103.15,5.32,0.9,36.94,330.9,237.0,377,3.85,13,26.981539,3,1,1,0,3,1.0,1.02,1.1,1.0,0.43,0.82,0.8,2.7882,2.42,0.734,1.0,1,1,0,0,1,419,2.9,336.4,717.8499999999999,0.86,0.32,1.7175,9.8,0.269,90,0.934
CsCeCdSe3,2.4,43.83333333333333,103.7185716666667,4.833333333333333,10.66666666666667,4.833333333333333,1.0,59.5,1.575,1.493333333333333,2.48,1.575,0.9266666666666666,1.875,1.815,5.034616666666667,4.546666666666667,1.761833333333333,2.44,5.666666666666666,1.833333333333333,2.0,1.833333333333333,3.833333333333333,766.8333333333333,17.96666666666667,572.8666666666666,1397.483333333333,5.258333333333333,0.27,5.637666666666666,115.735,28.88666666666667,215.1666666666667,2.277333333333333,24,61.15500000000002,2,15,6,3,84,1.45,1.19,3.215,1.45,1.25,1.76,1.77,1.8423,3.71,1.775,3.44,11,1,4,10,5,565,55.8,769.6000000000001,2588.0,6.78,0.13,4.602,376.3,94.75999999999999,340,3.516,58,140.115,6,16,7,3,89,2.6,2.35,4.5,2.6,1.81,2.55,2.54,5.761,5.89,2.434,4.44,12,2,4,10,6,941,59.6,1071.15,3530.15,8.65,0.32,6.694,414.0,96.8,419,4.32,34,78.96,4,1,1,0,5,1.15,1.16,1.285,1.15,0.56,0.79,0.77,3.9187,2.18,0.659,1.0,1,1,0,0,1,376,3.8,301.55,942.15,1.87,0.19,2.092,37.7,2.04,79,0.804
RuP4,0.64,20.8,44.9930096,3.4,13.6,6.4,1.2,77.60000000000001,1.06,1.098,1.513,1.06,0.412,2.192,2.25,4.700640000000001,5.396000000000001,2.1104,3.556,5.6,1.8,2.4,1.4,4.2,951.6,4.800000000000001,770.4300000000001,1277.15,3.936000000000001,0.6636000000000001,5.325600000000001,128.7032,23.588,380.6,4.092000000000001,29,70.096238,2,7,3,1,27,0.3,0.1899999999999999,1.365,0.3,0.51,0.01000000000000023,0.3499999999999999,1.2923,1.12,0.7130000000000001,2.78,3,1,3,7,4,302,6.0,2265.9,3620.0,10.58,0.532,23.343,582.871,116.765,328,3.31,44,101.07,5,15,7,2,83,1.3,1.25,2.605,1.3,0.82,2.2,2.32,4.9591,5.62,2.253,5.78,8,2,3,7,5,1012,9.6,2583.15,4173.15,12.4,0.77,24.0,595.0,117.0,643,6.74,15,30.973762,3,8,4,1,56,1.0,1.06,1.24,1.0,0.31,2.19,1.97,3.6668,4.5,1.54,3.0,5,1,0,0,1,710,3.6,317.25,553.15,1.82,0.238,0.657,12.129,0.235,315,3.43
TcSe2,0.88,37.0,85.27573333333333,4.333333333333333,13.0,5.999999999999999,1.333333333333333,77.0,1.216666666666667,1.196666666666667,1.74,1.216666666666667,0.6366666666666667,2.333333333333333,2.42,5.043866666666666,5.26,2.126,3.26,6.333333333333333,2.0,2.666666666666667,1.666666666666667,4.666666666666667,861.3333333333333,6.333333333333333,1141.816666666667,2355.483333333333,7.026666666666666,0.2833333333333333,12.46266666666667,245.1333333333333,18.22666666666667,377.0,3.923333333333333,9,18.94720000000001,1,9,3,1,36,0.2000000000000002,0.1100000000000001,1.365,0.2000000000000002,0.23,0.6499999999999999,0.3599999999999999,2.1514,1.89,0.9240000000000002,3.78,1,0,4,5,4,239,7.600000000000001,1955.0,4192.0,6.71,0.11,17.306,622.3,48.56,450,4.39,43,97.9072,5,16,7,2,89,1.35,1.27,2.65,1.35,0.79,2.55,2.54,5.761,5.89,2.434,5.78,7,2,4,5,6,941,11.4,2445.15,5150.15,11.5,0.32,24.0,660.0,50.6,677,6.85,34,78.96,4,7,4,1,53,1.15,1.16,1.285,1.15,0.56,1.9,2.18,3.6096,4.0,1.51,2.0,6,2,0,0,2,702,3.8,490.15,958.15,4.79,0.21,6.694,37.7,2.04,227,2.46
InN,2.05,28.0,64.41237,3.5,14.0,6.0,1.0,78.5,1.1,1.095,1.295,1.1,0.62,2.41,2.24,5.55855,5.2,2.361,3.22,4.0,2.0,2.0,5.0,3.5,980.0,5.399999999999999,246.5,1215.25,3.655625,0.635,1.8117,117.1464,40.81299,358.0,3.72,42,100.81126,3,2,2,0,7,0.9,0.69,1.51,0.9,0.6399999999999999,1.26,1.22,2.6497,4.199999999999999,1.41,0.4399999999999999,2,0,2,10,3,844,8.6,366.5,2275.8,7.30875,0.81,2.9026,228.7072,81.57401999999999,230,2.4,49,114.818,5,15,7,1,82,1.55,1.44,2.05,1.55,0.94,3.04,2.85,6.8834,7.3,3.066,3.44,5,2,3,10,5,1402,9.7,429.75,2353.15,7.31,1.04,3.263,231.5,81.6,473,4.92,7,14.00674,2,13,5,1,75,0.65,0.75,0.54,0.65,0.3,1.78,1.63,4.2337,3.1,1.656,3.0,3,2,1,0,2,558,1.1,63.24999999999997,77.34999999999997,0.00125,0.23,0.3604,2.7928,0.02598,243,2.52
LaSi2,0.19,28.33333333333333,65.0255,4.0,10.33333333333333,5.0,1.333333333333333,56.33333333333334,1.383333333333333,1.303333333333333,1.973333333333333,1.383333333333333,0.72,1.633333333333333,1.77,4.295733333333333,4.213333333333333,1.640666666666666,3.666666666666667,3.666666666666667,2.0,1.333333333333333,0.3333333333333333,3.333333333333333,704.0,13.96666666666667,1519.816666666667,2994.483333333333,3.603333333333333,0.5366666666666666,35.76666666666667,394.1466666666666,103.1666666666667,442.3333333333333,4.576666666666666,43,110.82,3,11,3,1,65,0.8499999999999999,0.5799999999999998,1.66,0.8499999999999999,0.9600000000000001,0.7999999999999998,0.6299999999999999,0.3315999999999999,1.669999999999999,0.8259999999999998,1.0,1,0,2,1,2,249,25.7,490.0,1099.0,3.82,0.52,44.34999999999999,29.77999999999997,134.5,29,0.1600000000000001,57,138.9055,6,14,6,2,78,1.95,1.69,3.08,1.95,1.36,1.9,1.98,4.5168,4.77,1.916,4.0,4,2,2,1,4,787,31.1,1683.15,3727.15,6.15,0.71,50.55,414.0,148.0,452,4.63,14,28.0855,3,3,3,1,13,1.1,1.11,1.42,1.1,0.4,1.1,1.35,4.1852,3.1,1.09,3.0,3,2,0,0,2,538,5.4,1193.15,2628.15,2.33,0.19,6.2,384.22,13.5,423,4.47
Ge0.06Si0.94,1.06,15.08,30.75697,3.06,14.0,6.0,1.0,78.05999999999999,1.109,1.1166,1.4284,1.109,0.4078,1.9066,1.9806,4.212523999999999,4.759799999999999,1.92068,4.0,4.0,2.0,2.0,0.0,4.0,785.5,5.441999999999999,1655.394,2656.65,2.5094,0.6865999999999999,49.7334,381.0208,142.714,447.5,4.5832,18,44.5245,1,0,0,0,1,0.1499999999999999,0.1099999999999999,0.1400000000000001,0.1499999999999999,0.13,0.1099999999999999,0.01000000000000001,0.4554,0.1699999999999999,0.07800000000000007,0.0,0,0,0,0,0,25,0.6999999999999993,462.6000000000001,475.0,2.99,0.39,13.61,53.32000000000005,88.1,75,0.7799999999999998,32,72.61,4,14,6,1,79,1.25,1.22,1.56,1.25,0.53,2.01,1.99,4.6406,4.77,1.994,4.0,4,2,2,0,4,787,6.1,1683.15,3103.15,5.32,0.71,50.55,384.22,148.0,452,4.63,14,28.0855,3,14,6,1,78,1.1,1.11,1.42,1.1,0.4,1.9,1.98,4.1852,4.6,1.916,4.0,4,2,2,0,4,762,5.4,1220.55,2628.15,2.33,0.32,36.94,330.9,59.9,377,3.85
KSb5S8,1.67,28.71428571428572,64.60187857142857,3.785714285714286,14.57142857142857,6.214285714285714,0.9285714285714286,80.85714285714286,1.246428571428571,1.227857142857143,1.5225,1.246428571428571,0.6757142857142857,2.265,2.335714285714286,5.32365,5.459285714285714,2.240428571428571,2.285714285714286,5.285714285714286,1.928571428571428,3.357142857142857,3.571428571428572,4.214285714285714,899.2142857142858,7.114285714285714,567.4821428571428,1277.978571428571,3.633571428571429,0.5342857142857143,8.24457142857143,38.855,16.14657142857143,259.4285714285714,2.677428571428571,35,89.694,2,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,2.0,5,1,4,10,5,581,40.5,567.75,1505.3,5.83,0.54,18.1525,70.07000000000001,102.131,189,1.916,51,121.76,5,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,3.0,6,2,4,10,6,1000,43.4,904.15,2223.15,6.69,0.75,19.87,79.87,102.4,279,2.85,16,32.066,3,1,1,0,3,1.0,1.02,1.1,1.0,0.43,0.82,0.8,2.7882,2.42,0.734,1.0,1,1,0,0,1,419,2.9,336.4,717.8499999999999,0.86,0.21,1.7175,9.8,0.269,90,0.934
Pb0.97Se0.97Sn0.03Se0.03,0.29,57.52,141.75265,4.985,15.0,6.0,1.0,84.985,1.46975,1.3141,1.68435,1.46975,1.013,2.1774,2.2294,5.248483,4.901,2.14355,2.2434,4.999999999999999,2.0,3.0,5.0,4.97,828.395,5.3135,543.9675,1493.6,8.03365,0.226455,5.779949999999999,109.4715,19.1395,213.09,2.26165,48,128.24,2,2,2,0,9,0.6500000000000001,0.3100000000000001,0.8049999999999999,0.6500000000000001,0.9299999999999999,0.7499999999999998,0.6600000000000001,1.1684,1.99,0.6100000000000001,2.0,2,0,2,10,4,232,3.9,110.5,1585.0,6.61,0.19,2.23,258.1,64.55999999999999,106,1.11,82,207.2,6,16,7,1,89,1.8,1.47,2.09,1.8,1.49,2.55,2.54,5.761,5.89,2.434,4.0,6,2,4,10,6,941,7.7,600.65,2543.15,11.4,0.32,7.029,295.8,66.6,302,3.14,34,78.96,4,14,5,1,80,1.15,1.16,1.285,1.15,0.56,1.8,1.88,4.5926,3.9,1.824,2.0,4,2,2,0,2,709,3.8,490.15,958.15,4.79,0.13,4.799,37.7,2.04,196,2.03
AgI,3.023,50.0,117.386335,5.0,14.0,6.0,0.5,80.5,1.5,1.335,1.98,1.5,1.675,2.295,1.915,4.892049999999999,5.6,2.1145,2.72,9.0,1.5,2.5,10.0,4.0,869.5,6.45,810.9000000000001,1471.15,7.715,0.2245,9.562000000000001,135.666,214.7245,195.5,2.03,6,19.03627,0,6,4,1,31,0.2000000000000002,0.01000000000000001,0.79,0.2000000000000002,0.77,0.7300000000000002,1.69,2.0797,2.319999999999999,0.4889999999999999,5.44,4,1,5,0,6,277,2.9,848.5000000000001,2028.0,5.57,0.02099999999999999,3.476000000000001,229.828,428.551,177,1.84,53,126.90447,5,17,8,1,96,1.6,1.34,2.375,1.6,2.06,2.66,2.76,5.9319,6.76,2.359,5.44,11,2,5,10,7,1008,7.9,1235.15,2485.15,10.5,0.235,11.3,250.58,429.0,284,2.95,47,107.8682,5,11,4,0,65,1.4,1.33,1.585,1.4,1.29,1.93,1.07,3.8522,4.44,1.87,0.0,7,1,0,10,1,731,5.0,386.65,457.15,4.93,0.214,7.824,20.752,0.449,107,1.11
Hg0.6Cd0.4Se,0.95,50.6,122.1392,4.8,14.0,5.5,1.1,79.8,1.335,1.323,1.8085,1.335,0.7130000000000001,2.213,1.997,6.13831,5.284000000000001,2.049,3.22,9.0,2.0,2.0,5.0,4.0,946.2,4.960000000000001,434.16,875.75,8.175,0.2477,5.2739,56.5327,22.882,154.2,1.663,46,121.63,2,4,3,2,19,0.4000000000000001,0.3300000000000001,1.125,0.4000000000000001,0.36,0.8599999999999999,1.14,4.328200000000001,1.56,0.9140000000000001,2.44,6,0,4,10,4,139,3.4,359.8,408.0000000000001,8.71,0.181,4.399,61.86999999999999,94.75999999999999,166,1.79,80,200.59,6,16,7,2,89,1.55,1.49,2.41,1.55,0.92,2.55,2.54,8.2469,5.89,2.434,4.44,12,2,4,10,6,1007,7.2,594.05,1038.15,13.5,0.32,6.694,99.57,96.8,227,2.46,34,78.96,4,12,4,0,70,1.15,1.16,1.285,1.15,0.56,1.69,1.4,3.9187,4.33,1.52,2.0,6,2,0,0,2,868,3.8,234.25,630.15,4.79,0.139,2.295,37.7,2.04,61,0.67
BaLa2In2Se7,1.66,42.16666666666667,99.79116666666667,4.666666666666666,12.16666666666667,5.583333333333334,1.083333333333333,67.33333333333334,1.433333333333333,1.363333333333333,1.888083333333333,1.433333333333333,0.8341666666666667,2.041666666666667,2.068333333333333,5.191491666666667,4.669166666666666,1.950916666666667,2.406666666666666,4.666666666666666,2.0,2.5,1.833333333333333,4.333333333333333,773.5,12.325,639.5833333333334,1731.733333333333,5.329166666666667,0.2736666666666667,6.127833333333333,141.4083333333333,18.57333333333333,258.4166666666667,2.758333333333333,23,59.9455,2,14,5,2,80,1.0,0.8200000000000001,2.117,1.0,0.9299999999999999,1.66,1.46,1.5273,3.49,1.553,1.44,4,0,4,10,4,438,35.90000000000001,763.4000000000001,2769.0,3.81,0.13,4.487,376.3,79.55999999999999,243,2.57,57,138.9055,6,16,7,2,89,2.15,1.98,3.402,2.15,1.49,2.55,2.54,5.761,5.89,2.434,3.44,6,2,4,10,6,941,39.7,1193.15,3727.15,7.31,0.32,7.75,414.0,81.6,423,4.47,34,78.96,4,2,2,0,9,1.15,1.16,1.285,1.15,0.56,0.89,1.08,4.2337,2.4,0.881,2.0,2,2,0,0,2,503,3.8,429.75,958.15,3.5,0.19,3.263,37.7,2.04,180,1.9
RbSbS2,1.96,30.0,67.83995,4.0,12.0,5.25,0.75,66.25,1.45,1.4,2.01625,1.45,0.855,2.0075,2.06,4.968875000000001,4.9075,1.967,2.0,4.5,1.75,2.75,2.5,3.75,809.25,14.925,497.025,1154.5,3.09,0.49825,6.37425,42.239,20.7595,226.5,2.3255,35,89.694,2,15,6,1,84,1.35,1.14,3.0,1.35,1.23,1.76,1.85,2.6572,3.88,1.883,2.0,5,1,4,10,5,597,44.4,592.1,1505.3,5.16,0.5,18.1525,67.34,57.931,193,1.998,51,121.76,5,16,7,1,88,2.35,2.16,4.1,2.35,1.66,2.58,2.65,5.8458,6.22,2.589,3.0,6,2,4,10,6,1000,47.3,904.15,2223.15,6.69,0.71,19.87,77.14,58.2,279,2.85,16,32.066,3,1,1,0,4,1.0,1.02,1.1,1.0,0.43,0.82,0.8,3.1886,2.34,0.706,1.0,1,1,0,0,1,403,2.9,312.05,717.8499999999999,1.53,0.21,1.7175,9.8,0.269,86,0.852
Ga0.75P0.75Zn0.25Se0.25,2.18,25.25,55.80503574999999,3.625,14.0,5.875,1.125,78.625,1.175,1.17125,1.49625,1.175,0.56375,2.025,2.005,4.611425000000001,4.6,2.006375,3.22,5.25,2.0,2.0,1.25,4.0,827.5,5.662499999999999,380.4375,1478.15,4.385000000000001,0.51625,4.094625,120.685875,30.068125,270.125,2.81625,19,47.98623799999999,1,4,3,1,20,0.3500000000000001,0.2,0.6399999999999999,0.3500000000000001,0.45,0.8999999999999999,1.1,2.0095,2.69,0.8440000000000001,2.44,9,0,4,10,4,433,4.5,389.8,2123.0,5.31,0.45,6.665,246.571,115.765,184,2.08,34,78.96,4,16,7,2,89,1.35,1.26,1.88,1.35,0.76,2.55,2.54,5.761,5.89,2.434,4.44,12,2,4,10,6,1012,8.1,692.75,2676.15,7.13,0.77,7.322,258.7,116.0,315,3.43,15,30.973762,3,12,4,1,69,1.0,1.06,1.24,1.0,0.31,1.65,1.44,3.7515,3.2,1.59,2.0,3,2,0,0,2,579,3.6,302.95,553.15,1.82,0.32,0.657,12.129,0.235,131,1.35
La2ZrS5,2.01,29.25,66.170625,4.0,11.25,5.625,1.375,63.75,1.30625,1.24125,1.810625,1.30625,0.71625,2.05375,2.20625,5.2143375,5.1175,2.055625,2.5,5.0,2.0,2.5,0.5,4.5,839.5,11.825,805.1500000000001,1961.7125,3.645,0.525,4.735937499999999,116.9,6.380625,356.25,3.68,41,106.8395,3,13,4,1,75,0.95,0.6699999999999999,1.98,0.95,0.9300000000000002,1.48,1.3,2.393699999999999,3.12,1.499,2.0,3,0,4,2,4,462,28.2,1739.2,3932.3,4.44,0.52,15.1825,404.2,22.431,330,3.4,57,138.9055,6,16,7,2,88,1.95,1.69,3.08,1.95,1.36,2.58,2.65,5.8458,6.22,2.589,4.0,6,2,4,2,6,1000,31.1,2125.15,4650.15,6.51,0.71,16.9,414.0,22.7,609,6.25,16,32.066,3,3,3,1,13,1.0,1.02,1.1,1.0,0.43,1.1,1.35,3.4521,3.1,1.09,2.0,3,2,0,0,2,538,2.9,385.95,717.8499999999999,2.07,0.19,1.7175,9.8,0.269,279,2.85
MgGeN2,4.4,14.5,31.23212,2.75,11.5,5.5,0.75,77.75,1.0125,1.02,1.1675,1.0125,0.4975000000000001,2.35,2.25,5.345475,5.7375,2.35475,3.0,4.0,2.0,2.0,0.0,4.0,1076.0,4.725,567.3,1155.25,1.765625,0.855,11.6537,115.9714,53.98799,367.75,3.8,25,58.60326,2,13,5,1,14,0.85,0.6100000000000001,1.49,0.85,0.56,1.73,1.54,3.9089,3.55,1.773,2.0,3,0,3,0,3,664,9.5,1157.3,3025.8,5.318750000000001,0.72,36.5796,328.1072,155.97402,325,3.41,32,72.61,4,15,7,1,82,1.5,1.36,2.03,1.5,0.86,3.04,2.85,6.8834,7.3,3.066,4.0,5,2,3,0,5,1402,10.6,1220.55,3103.15,5.32,1.04,36.94,330.9,156.0,473,4.92,7,14.00674,2,2,2,0,68,0.65,0.75,0.54,0.65,0.3,1.31,1.31,2.9745,3.75,1.293,2.0,2,2,0,0,2,738,1.1,63.24999999999997,77.34999999999997,0.00125,0.32,0.3604,2.7928,0.02598,148,1.51
Bi2Te2.97Se0.03,0.15,64.29199999999999,159.860308,5.393999999999999,15.6,5.606,0.9999999999999999,88.39399999999999,1.4785,1.3988,1.79849,1.4785,1.1307,2.0707,2.284959999999999,5.198515199999999,5.1724,2.100455999999999,2.4,5.6,2.0,3.6,9.939999999999998,3.224,803.0319999999998,6.2498,649.855,1489.2012,7.635299999999999,0.16872,14.949224,73.36089999999999,4.556139999999999,201.18,2.18762,49,130.02037,2,1,2,0,4,0.4500000000000002,0.3,0.7120000000000002,0.4500000000000002,0.6099999999999999,0.5299999999999998,0.3999999999999999,0.9321999999999999,1.199999999999999,0.4240000000000004,1.0,1,0,1,10,4,238,3.600000000000001,232.5,875.0000000000001,4.96,0.2,10.796,67.1,5.83,30,0.2799999999999998,83,208.98037,6,16,7,1,90,1.6,1.46,1.997,1.6,1.17,2.55,2.54,5.761,5.89,2.434,3.0,6,2,4,10,6,941,7.4,722.65,1833.15,9.75,0.32,17.49,104.8,7.87,227,2.46,34,78.96,4,15,5,1,86,1.15,1.16,1.285,1.15,0.56,2.02,2.14,4.8288,4.69,2.01,2.0,5,2,3,0,2,703,3.8,490.15,958.15,4.79,0.12,6.694,37.7,2.04,197,2.18
Ba2Cu2ThSe5,1.75,43.0,102.85841,4.7,10.9,5.0,1.1,60.7,1.455,1.375,2.2289,1.455,0.839,1.963,1.832,4.79506,4.641,1.8742,2.888,5.800000000000001,1.8,2.0,2.2,3.8,778.8,14.39,918.25,1936.05,6.057,0.2888000000000001,9.117,158.75,90.3,274.7,2.928,61,168.4921,3,14,5,2,80,1.0,0.8200000000000001,3.695,1.0,0.9299999999999999,1.66,1.46,2.8826,3.49,1.553,3.44,9,1,4,10,5,438,35.90000000000001,1533.0,4105.0,8.2,0.26,9.406000000000002,476.7,398.96,396,4.300000000000001,90,232.0381,7,16,7,2,89,2.15,1.98,4.98,2.15,1.49,2.55,2.54,5.761,5.89,2.434,5.44,11,2,4,10,6,941,39.7,2023.15,5063.15,11.7,0.38,16.1,514.4,401.0,576,6.2,29,63.546,4,2,2,0,9,1.15,1.16,1.285,1.15,0.56,0.89,1.08,2.8784,2.4,0.881,2.0,2,1,0,0,1,503,3.8,490.15,958.15,3.5,0.12,6.694,37.7,2.04,180,1.9
